Interviewee's name,Mentioned Name,Start_location,End_location,Sentence
Kathleen Maxwell,Kathleen,94,102,"I am doing this interview for the Atomic Heritage Foundation with Kathleen Maxwell here in Wellesley, Massachusetts."
Kathleen Maxwell,Maxwell,103,110,"I am doing this interview for the Atomic Heritage Foundation with Kathleen Maxwell here in Wellesley, Massachusetts."
David Bohm,Frank,1396,1401,Did you know Frank Oppenheimer? : I met him also up at Berkeley.
Mildred Goldberger,Marvin,62,68,": You must have met the Oppenheimers when Murph [her husband, Marvin Goldberger] met them? : No."
Mildred Goldberger,Goldberg,69,77,": You must have met the Oppenheimers when Murph [her husband, Marvin Goldberger] met them? : No."
Mildred Goldberger,Robert,123,129,"Robert] Oppenheimer quite early on, I think."
Mildred Goldberger,Eugene,905,911,"In fact, beginning in the ‘40s, when I was on the [Manhattan] Project, I was assigned to [Eugene] Wigner’s theoretical division."
Mildred Goldberger,Monroe,1028,1034,"Given the title of physicist, although what I really did was to operate a Friden or Monroe calculator."
Mildred Goldberger,Sid,1088,1091,"Sid Dancoff, does that name mean anything to you? Sure."
Mildred Goldberger,Dan,1092,1095,"Sid Dancoff, does that name mean anything to you? Sure."
Mildred Goldberger,Morrison,1360,1368,"Among Sid’s very good friends were, of course, the Morrisons."
Mildred Goldberger,Urban,1594,1599,The Morrisons and the Dancoffs had been at [the University of Illinois] Urbana then.
Joseph Rotblat,Joseph,38,44,": This is an interview with Professor Joseph Rotblat, R-O-T-B-L-A-T, at his office in London."
Joseph Rotblat,Sam,193,196,: I thought Sam Waterston played a marvelous part.
Joseph Rotblat,Waters,197,203,: I thought Sam Waterston played a marvelous part.
Joseph Rotblat,Robert,267,273,Robert] Oppenheimer.
Joseph Rotblat,Grove,391,396,"He played Oppenheimer very well, and I think that the person who played General Groves was really marvelous."
Joseph Rotblat,James,1016,1021,"One interesting thing was, he put in [James] Chadwick, who was a very close friend of mine."
Marvin Goldberger,Goldberg,12,20,": President Goldberger, Marvin Goldberger of California Institute of Technology at Caltech in Pasadena, March 28, 1983."
Marvin Goldberger,Marvin,24,30,": President Goldberger, Marvin Goldberger of California Institute of Technology at Caltech in Pasadena, March 28, 1983."
Marvin Goldberger,Martin,128,134,This is Martin Sherwin.
Marvin Goldberger,Robert,317,323,"Robert] Oppenheimer after the war, right? : Yes, that is right."
Marvin Goldberger,Edward,1056,1062,": Now, you did your work with [Edward] Teller in Chicago, right? : I began my PhD under Teller, along with another physicist named Geoffrey Chew."
Marvin Goldberger,Geoffrey,1156,1164,": Now, you did your work with [Edward] Teller in Chicago, right? : I began my PhD under Teller, along with another physicist named Geoffrey Chew."
Marvin Goldberger,Enrico,1277,1283,"And at a certain point, Teller said he was too involved in defense work, would we mind going to work for [Enrico] Fermi? Which was, you know, a terrible hardship [note: joking], and we somehow stood up under it."
Edward Purcell,Robert,209,215,Robert Oppenheimer] was on the Board of Overseers.
Edward Purcell,Wendell,364,371,"Particularly Wendell Furry, my colleague there, was under fire and had testified before the Jenner Committee or something like that."
Edward Purcell,Mac,1112,1115,": Was McGeorge Bundy dean then? : No, Mac was not dean at that time."
Edward Purcell,Paul,1197,1201,"The person in charge of affairs at the university was Paul Buck, who was provost, [James B."
Edward Purcell,Buck,1202,1206,"The person in charge of affairs at the university was Paul Buck, who was provost, [James B."
Edward Purcell,James,1226,1231,"The person in charge of affairs at the university was Paul Buck, who was provost, [James B."
Verna Hobson,Robert,172,178,Robert] Oppenheimer and how you got the job.
Verna Hobson,John,863,867,John and Belle O’Hara.
Verna Hobson,Belle,872,877,John and Belle O’Hara.
Verna Hobson,Kay,1123,1126,"Then somebody else we knew who had been Oppenheimer’s secretary, Kay Russell, asked me if I would like to go in and do some transcribing from tape recordings of some seminars at the Institute [for Advanced Study]."
Verna Hobson,Russell,1127,1134,"Then somebody else we knew who had been Oppenheimer’s secretary, Kay Russell, asked me if I would like to go in and do some transcribing from tape recordings of some seminars at the Institute [for Advanced Study]."
Verna Hobson,Dean,1290,1294,": Those were the [Dean] Acheson Seminars? : The Acheson Seminars, yeah."
Ed Hammel,Stan,77,81,": The work must have been sort of very frustrating for a while, before that [Stanislaus] Ulam-[Edward] Teller breakthrough [on the hydrogen bomb]."
Ed Hammel,Edward,95,101,": The work must have been sort of very frustrating for a while, before that [Stanislaus] Ulam-[Edward] Teller breakthrough [on the hydrogen bomb]."
Ed Hammel,Earl,728,732,"Earl Long, who had gotten his PhD I think at Berkeley, came out here."
Ed Hammel,Long,733,737,"Earl Long, who had gotten his PhD I think at Berkeley, came out here."
Ed Hammel,Enrico,1966,1972,": Would it be fair to say then that Teller is right in saying that when he was brought out here, he was told that he could work on the hydrogen bomb? : Probably so, because there was a famous conversation in the Columbia University faculty club, or at least walking to it, with [Enrico] Fermi and Teller, in which this whole notion that—people thought, they realized then, that if you could ignite the thing with a fission bomb, you’re in business, and that ought to be easy."
Margaret Broderick,Margaret,75,83,"I am here in Needham, Massachusetts with [Margaret] “Chickie” Broderick, recording this oral history interview for the Atomic Heritage Foundation."
Margaret Broderick,Jean,1892,1896,"Are there other memories you have about what it was like growing up there? I had a younger sister, eight years younger than I, Jean."
Margaret Broderick,Betty,1930,1935,Betty and I are the ones still kicking around.
Margaret Broderick,Newton,2155,2161,She used to live up on West Newton Hill with her family.
Margaret Broderick,Hill,2162,2166,She used to live up on West Newton Hill with her family.
Mack Newsom,Kelly,10,15,I’m Cindy Kelly.
Mack Newsom,Mack,94,98,I’m here to interview Mack Newsom.
Mack Newsom,Victor,236,242,"Well, originally it was Victor McKee, but they call me MackV-I-C-T-O-R and M-C-K-E-E, McKee."
Louis Hempelmann Interview – Part 1,Martin,2,8,": Martin Sherwin, I am about to interview Dr."
Louis Hempelmann Interview – Part 1,Dorothy,194,201,"You know, simply from all of the Los Alamos records, but who told me you were at Strong? That was, I think, Dorothy McKibbin."
Louis Hempelmann Interview – Part 1,Louis,826,831,"Louis Slotin and Harry Daghlian were both killed, and others— Now, Slotin I know."
Louis Hempelmann Interview – Part 1,Harry,843,848,"Louis Slotin and Harry Daghlian were both killed, and others— Now, Slotin I know."
Roslyn Robinson,Dan,6,9,": I’m Dan Robinson recording this oral history for the Atomic Heritage Foundation on April 1st, 2016, here in Levittown, Pennsylvania."
Roslyn Robinson,Robinson,10,18,": I’m Dan Robinson recording this oral history for the Atomic Heritage Foundation on April 1st, 2016, here in Levittown, Pennsylvania."
David Hawkins,John,32,36,"Well, now, John, why don’t you start and ask questions about the relationship with Cliff, because I think the [J."
David Hawkins,Robert,135,141,"Robert] Oppenheimer relationship might be able to go on forever, and we’ll never get to your questions."
David Hawkins,Frank,440,445,"Well, first, how did you come to meet? What was the nature of your original coming together? : I first knew of Cliff Durr because he was a lawyer in Washington willing to appear as counsel for Frank Oppenheimer, when Frank was called before the Un-American Activities Committee."
David Hawkins,Clifford,630,638,"Although I was not in touch with Frank at that time—he was still at Minnesota, as you know—I knew about Clifford Durr, because there were very few Washington lawyers at that point of any consequence who were willing to stick their necks out in defending or in helping people."
David Hawkins,Rudy,1796,1800,"” I think the reason we first met Cliff and Virginia Durr was through friends of ours, one of whom was Rudy Gilbert, a Unitarian minister, who maintained in Denver an open pulpit where people that were normally considered too dangerous to allow into your church were allowed to speak."
David Hawkins,Gilbert,1801,1808,"” I think the reason we first met Cliff and Virginia Durr was through friends of ours, one of whom was Rudy Gilbert, a Unitarian minister, who maintained in Denver an open pulpit where people that were normally considered too dangerous to allow into your church were allowed to speak."
David Hawkins,Jackie,2146,2152,"I don’t remember the actual first meeting with Cliff Durr, but I know we were delighted to meet him, because we’d known about him from the Oppenheimers, from Frank and Jackie."
Ted Taylor,Carol,1505,1510,"Waiting, knowing that Carol was in labor and that Kathy was in the process of being born, and hating myself for not being there."
Ted Taylor,Kathy,1533,1538,"Waiting, knowing that Carol was in labor and that Kathy was in the process of being born, and hating myself for not being there."
Ted Taylor,Beth,2014,2018,": Because you know, as I said— : Bethe had strong support from everybody, and my focus was on things that I was working on, was getting attention about."
Siegfried Hecker,Hazel,1212,1217,[Secretary of Energy] Hazel O’Leary; [Deputy Secretary] Charles Curtis was there; Vic Reis was there.
Siegfried Hecker,Leary,1220,1225,[Secretary of Energy] Hazel O’Leary; [Deputy Secretary] Charles Curtis was there; Vic Reis was there.
Siegfried Hecker,Charles,1246,1253,[Secretary of Energy] Hazel O’Leary; [Deputy Secretary] Charles Curtis was there; Vic Reis was there.
Siegfried Hecker,Curtis,1254,1260,[Secretary of Energy] Hazel O’Leary; [Deputy Secretary] Charles Curtis was there; Vic Reis was there.
Siegfried Hecker,George,1504,1510,"Particularly at this time, the only ones that were left in the nuclear business were the Navy and the Air Force, because Army got out when [President George H."
Siegfried Hecker,Bush,1517,1521,] Bush made the decision to get rid of tactical nuclear weapons back in the 1991 time frame.
Siegfried Hecker,Clinton,1749,1756,"We were all gathered and were presenting the case as to what you can get at different testing levels, in order to provide input to President Clinton to see how he should fashion his announcement of the CTBT [Comprehensive Nuclear Test-Ban Treaty]."
Alice Kimball Smith,Cyril,179,184,"So you and your husband, Cyril Smith, went to Los Alamos and you were promptly put to work as a schoolteacher."
Alice Kimball Smith,Smith,185,190,"So you and your husband, Cyril Smith, went to Los Alamos and you were promptly put to work as a schoolteacher."
Alice Kimball Smith,Alice,361,366,"With that as general background, let me say that Alice Kimball Smith is a student of the history of the atomic bomb, and particularly the scientists’ reaction to it afterwards."
Alice Kimball Smith,Robert,600,606,"More recently, she has been the co-editor of the letters of Robert Oppenheimer."
J. Samuel Walker,Kelly,10,15,I’m Cindy Kelly.
J. Samuel Walker,Samuel,107,113,Samuel Walker.
J. Samuel Walker,Walker,114,120,Samuel Walker.
J. Samuel Walker,Sam,285,288,"But, I go by Sam, S-a-m."
J. Samuel Walker,Truman,1260,1266,That Truman had to use the bomb because the only alternative was an invasion of Japan that would’ve cost hundreds of thousands of lives.
The Search for Atomic Power,Albert,1854,1860,His name: Albert Einstein.
The Search for Atomic Power,Einstein,1861,1869,His name: Albert Einstein.
Hanford 25th Anniversary Celebration,William,403,410,"The first white man to gaze upon this country was frontier explorer William Clark, when the Lewis and Clark expedition arrived at the joining of the Yakima and Columbia Rivers in 1805."
Hanford 25th Anniversary Celebration,Clark,411,416,"The first white man to gaze upon this country was frontier explorer William Clark, when the Lewis and Clark expedition arrived at the joining of the Yakima and Columbia Rivers in 1805."
Hanford 25th Anniversary Celebration,Rivers,1901,1907,"The 25thanniversary ceremonies began with an informal press conference at the Rivershore Motor Inn, featuring wartime Manhattan Project director, General Leslie R."
Hanford 25th Anniversary Celebration,Leslie,1977,1983,"The 25thanniversary ceremonies began with an informal press conference at the Rivershore Motor Inn, featuring wartime Manhattan Project director, General Leslie R."
Hanford 25th Anniversary Celebration,Grove,1987,1992,"Groves, and the Atomic Energy Commission Chairman, Dr."
Hanford 25th Anniversary Celebration,Glenn,2042,2047,Glenn Seaborg.
Raymond Grills,Raymond,6,13,"Raymond Grills, DuPont, Wilmington."
Haakon Chevalier,Robert,15,21,": Did you know Robert [Oppenheimer] when he was going out with Jean Tatlock? Yes, but I don’t think I ever saw them together."
Haakon Chevalier,Jean,63,67,": Did you know Robert [Oppenheimer] when he was going out with Jean Tatlock? Yes, but I don’t think I ever saw them together."
Haakon Chevalier,Mel,1039,1042,"Now, I would like to also ask you a bit about the relationship between Melba Phillips and Oppenheimer."
Haakon Chevalier,Phillips,1045,1053,"Now, I would like to also ask you a bit about the relationship between Melba Phillips and Oppenheimer."
Haakon Chevalier,Philip,1668,1674,"Just very briefly, but several others, like [Philip] Morrison, very strongly had that feeling, and [Robert] Serber also."
Haakon Chevalier,Morrison,1676,1684,"Just very briefly, but several others, like [Philip] Morrison, very strongly had that feeling, and [Robert] Serber also."
