interviewee,part_name_related_profiledata,start,end,sentence,sentence_index,absolute_start,absolute_end,Name_NER,Final_Name
Benjamin Bederson,Don,25,28,"Mixing them up, that was Donald Hornig, what Donald Hornig and I were doing together.",452,25820,25823,"['Donald Hornig', 'Donald Hornig']","['Donald Hornig', 'Donald Hornig']"
Benjamin Bederson,Don,33,36,I met a physicist by the name of Donald Hornig.,422,23539,23542,['Donald Hornig'],['Donald Hornig']
Benjamin Bederson,Don,48,51,"The new assignment, I met my boss, my new boss, Donald Hornig, H-O-R-N-I-G.",243,18158,18161,['Donald Hornig'],['Donald Hornig']
Benjamin Bederson,Don,0,3,Donald Hornig is a famous professor and I think he is still alive.,244,18185,18188,['Donald Hornig'],['Donald Hornig']
Benjamin Bederson,Don,168,171,"My job was to put in all the wiring and to expose the film, and then to run to the dark room and to develop in the dark room, and then I would show the final result to Donald Hornig.",298,22793,22796,['Donald Hornig'],['Donald Hornig']
Benjamin Bederson,Don,218,221,"And shortly thereafter—it could not have been more than a week or two—I was told that we were going to have a little meeting with the head of what was called the Explosive Division, of which I was now part of, because Donald Hornig worked for Kistiakowsky, who was the head of the division.",321,24365,24368,['Donald Hornig'],['Donald Hornig']
Benjamin Bederson,Don,0,3,"Donald Hornig was a distinguished physicist from Harvard—from Princeton, not Harvard, Princeton [actually Harvard], who told me what I was doing, what I was going to do.",423,23553,23556,"['Donald Hornig', 'Princeton']",['Donald Hornig']
Benjamin Bederson,McKibbin,37,45,The lady that I spoke to was Dorothy McKibbin.,95,7975,7983,['Dorothy McKibbin'],['Dorothy McKibbin']
Benjamin Bederson,McKibbin,199,207,"So that was my experience in Santa Fe. Of course, later on I found out that this was exactly the place where all of the famous physicists and scientists came and were greeted the same way by Dorothy McKibbin, and ended up at Los Alamos the same way I did.",103,8594,8602,['Dorothy McKibbin'],['Dorothy McKibbin']
Benjamin Bederson,Fermi,140,145,"The good fortune of America in getting these notable scientists away from Hitler and getting them into the United States, and we got Enrico Fermi.",377,28898,28903,"['Hitler', 'Enrico Fermi']",['Enrico Fermi']
Benjamin Bederson,Fermi,63,68,"The first one I went to, there was this physicist named Enrico Fermi gave a talk.",362,27692,27697,['Enrico Fermi'],['Enrico Fermi']
Benjamin Bederson,Roosevelt,9,18,"Franklin Roosevelt, God bless his soul—Franklin Roosevelt decided to end this college training program.",372,19970,19979,"['Franklin Roosevelt', 'God', 'Franklin Roosevelt']","['Franklin Roosevelt', 'Franklin Roosevelt']"
Benjamin Bederson,Roosevelt,98,107,"You have to know that until 1932, Russia was not even recognized by America, but in 1932 Franklin Roosevelt was elected President for the first time.",85,4887,4896,['Franklin Roosevelt'],['Franklin Roosevelt']
Benjamin Bederson,Geo,12,15,We met with George Kistiakowsky.,457,26252,26255,['George Kistiakowsky'],['George Kistiakowsky']
Benjamin Bederson,Geo,0,3,George Kistiakowsky was the director of the explosive division.,458,26272,26275,['George Kistiakowsky'],['George Kistiakowsky']
Benjamin Bederson,Geo,26,29,"So, when did you work for George Kistiakowsky?",319,24037,24040,['George Kistiakowsky'],['George Kistiakowsky']
Benjamin Bederson,Geo,24,27,: Can you give the name George Kistiakowsky and just describe him?,343,26198,26201,['George Kistiakowsky'],['George Kistiakowsky']
Benjamin Bederson,Geo,3,6,So George Kistiakowsky—you have to understand that I have a Russian background and I think he was bald and a thin aesthetic looking man.,344,26243,26246,['George Kistiakowsky'],['George Kistiakowsky']
Benjamin Bederson,Geo,61,64,"I have a list here; just a minute, let me read them for you: George Thomson, Marcus Oliphant, James Chadwick, John Cockcroft, Philip Moon, and P.",184,14556,14559,"['George Thomson', 'Marcus Oliphant', 'James Chadwick', 'John Cockcroft', 'Philip Moon']",['George Thomson']
Benjamin Bederson,Green,113,118,"We never talked about work, except although I noticed that—I did read the testimony during the trial, during the Greenglass trial.",406,30765,30770,['Greenglass'],['Greenglass']
Benjamin Bederson,Gust,123,127,"For some reason or another, I met Ted Hall, and he got interested in me, because of my friend Norman Greenspan and I loved Gustav Mahler.",420,31713,31717,"['Ted Hall', 'Norman Greenspan', 'Gustav Mahler']",['Gustav Mahler']
Benjamin Bederson,James Keck,22,32,"She ended up marrying James Keck, another SED.",315,23835,23845,['James Keck'],['James Keck']
Benjamin Bederson,James Keck,0,10,James Keck—he was another fine fellow and the two of them married and have been married over since.,317,23897,23907,['James Keck'],['James Keck']
Benjamin Bederson,Johns,0,5,Johnson.,251,18557,18562,['Johnson'],['Johnson']
Benjamin Bederson,Kistiakowsky,285,297,"We’d hear all these stories about need to know and about how everything at Los Alamos was compartmentalized—that was nonsense! Within three months of my getting my clearance as a PFC [private first class] at the time, I was told this immense secret without any hesitation by Professor Kistiakowsky.",350,26956,26968,['Kistiakowsky'],['Kistiakowsky']
Benjamin Bederson,Lyndon,51,57,"Long after the war, he became a science adviser to Lyndon B.",250,18548,18554,['Lyndon B.'],['Lyndon B.']
Benjamin Bederson,Oliphant,71,79,"He worked with Rutherford, and then ended up at Birmingham with Marcus Oliphant, who is another nuclear physicist.",193,14889,14897,"['Rutherford', 'Marcus Oliphant']",['Marcus Oliphant']
Benjamin Bederson,Margaret,15,23,"It was me with Margaret Ramsey, my coworker at the laboratory back in the lab.",293,22349,22357,['Margaret Ramsey'],['Margaret Ramsey']
Benjamin Bederson,Margaret,6,14,"Well, Margaret Ramsey was a chemist.",306,23331,23339,['Margaret Ramsey'],['Margaret Ramsey']
Benjamin Bederson,Margaret,112,120,"Can you tell me about—since there were not that many women scientists, can you give us a little introduction to Margaret?",305,23316,23324,['Margaret'],['Margaret']
Benjamin Bederson,Margaret,0,8,"Margaret was a really fine scientist, and she was the first person that I had ever worked with as a colleague.",314,23703,23711,['Margaret'],['Margaret']
Benjamin Bederson,Michelson,101,110,"Now I am not sure that I got this exactly right, but I think that what he did was he remembered that Michelson at Cal Tech had a streak camera to measure the speed of light.",276,20770,20779,"['Michelson', 'Cal Tech']",['Michelson']
Benjamin Bederson,Moon,0,4,"Moon, who was British.",166,13261,13265,['Moon'],['Moon']
Benjamin Bederson,Moon,9,13,"So, both Moon and I were reassigned.",232,17608,17612,['Moon'],['Moon']
Benjamin Bederson,Murray Peshkin,10,24,"There was Murray Peshkin, who ended up at the Argonne; Val Fitch who won a Nobel Prize.",137,11252,11266,"['Murray Peshkin', 'Val Fitch']",['Murray Peshkin']
Benjamin Bederson,Newton,48,54,"The first question they asked me, “Tell me what Newton’s Law is.” I said, “F equals MA.",401,22234,22240,"['Newton', 'MA']",['Newton']
Benjamin Bederson,Niels,84,89,"Then later on I heard many of the other notables give lectures there too, including Niels Bohr.",385,29407,29412,['Niels Bohr'],['Niels Bohr']
Benjamin Bederson,Green,17,22,"There was Norman Greenspan, who became a very good friend of mine, a mathematician trained in mathematics at Brooklyn College.",131,10812,10817,['Norman Greenspan'],['Norman Greenspan']
Benjamin Bederson,Green,7,12,Norman Greenspan and I decided to form a soci,432,32295,32300,['Norman Greenspan'],['Norman Greenspan']
Benjamin Bederson,Peter Lax,10,19,"There was Peter Lax, who became a very highly distinguished mathematician working at the Courant Institute in New York.",136,11133,11142,['Peter Lax'],['Peter Lax']
Benjamin Bederson,Phil,44,48,The particular person I was assigned to was Philip B.,165,13252,13256,['Philip B.'],['Philip B.']
Benjamin Bederson,Moon,81,85,"This job was with an Englishman, a very unusual Englishman by the name of Philip Moon.",436,24750,24754,['Philip Moon'],['Philip Moon']
Benjamin Bederson,Moon,7,11,"Philip Moon was a physicist, who was a quintessential absentminded physicist.",437,24762,24766,['Philip Moon'],['Philip Moon']
Benjamin Bederson,Moon,19,23,That’s what Philip Moon and I were doing.,451,25773,25777,['Philip Moon'],['Philip Moon']
Benjamin Bederson,Moon,48,52,"I was working on the plutonium bomb with Philip Moon, and it was explained to me what I was doing.",472,27671,27675,['Philip Moon'],['Philip Moon']
Benjamin Bederson,Moon,22,26,I assumed that Philip Moon was doing that.,208,16093,16097,['Philip Moon'],['Philip Moon']
Benjamin Bederson,Moon,43,47,"So, I worked at Two-Mile Mesa with Phillip Moon and with another one or two other SEDs, blowing up things.",204,15658,15662,['Phillip Moon'],['Phillip Moon']
Benjamin Bederson,Bell,24,28,Later there was Richard Bellman who became a famous mathematician and system analyst working for the Rand Corporation.,133,10977,10981,['Richard Bellman'],['Richard Bellman']
Benjamin Bederson,Bell,24,28,We placed it in Richard Bellman’s office.,427,32043,32047,['Richard Bellman’s'],['Richard Bellman’s']
Benjamin Bederson,Bell,78,82,"We had the amplifier, the large speaker and a record player set up in Richard Bellman’s office.",431,32271,32275,['Richard Bellman’s'],['Richard Bellman’s']
Benjamin Bederson,Davis,17,22,That was Richard Davisson.,140,11516,11521,['Richard Davisson'],['Richard Davisson']
Benjamin Bederson,Davis,8,13,"Richard Davisson was unique at Los Alamos, I am sure unique in the world.",141,11533,11538,['Richard Davisson'],['Richard Davisson']
Benjamin Bederson,Roosevelt,49,58,"It was exactly at that time, November 1932, when Roosevelt was just elected, we got permission to go to Russia with this small group of Americans who were going to help install and run a big food factory in a ball bearing factory that was now being built right outside of Moscow.",88,5153,5162,['Roosevelt'],['Roosevelt']
Benjamin Bederson,Stalin,67,73,You were mentioning earlier that this was just about the time that Stalin began his starvation of the Ukrainians.,125,7562,7568,['Stalin'],['Stalin']
Benjamin Bederson,Stalin,9,15,"In 1932, Stalin decided to collectivize the Ukraine.",126,7617,7623,['Stalin'],['Stalin']
Benjamin Bederson,Stalin,0,6,Stalin did not take kindly to this.,132,7974,7980,['Stalin'],['Stalin']
Benjamin Bederson,Stalin,36,42,"Just as I went to the Soviet Union, Stalin reacted and punished the Ukrainians.",133,8045,8051,['Stalin'],['Stalin']
Benjamin Bederson,Stalin,0,6,Stalin was punishing thekulaks.,176,10348,10354,['Stalin'],['Stalin']
Benjamin Bederson,Stalin,13,19,"I think that Stalin didn’t speak about thekulaks, and punished them.",221,12465,12471,['Stalin'],['Stalin']
Benjamin Bederson,Hall,18,22,Tell me about Ted Hall.,417,31497,31501,['Ted Hall'],['Ted Hall']
Benjamin Bederson,Hall,13,17,"Yes, now Ted Hall was another one, another SED.",418,31515,31519,['Ted Hall'],['Ted Hall']
Benjamin Bederson,Val,8,11,I think Val Fitch said there were sixty.,112,9492,9495,['Val Fitch'],['Val Fitch']
Benjamin Bederson,William,9,16,That was William Spindel.,117,9979,9986,['William Spindel'],['William Spindel']
Benjamin Bederson,Church,48,54,The Maud Project by arrangement through Winston Churchill decided to join forces with the Americans.,180,14243,14249,['Winston Churchill'],['Winston Churchill']
Berlyn Brixner,Aeby,0,4,"Aeby’s pictures are almost the same, except it’s just looking from the south instead from the west or north.",191,17348,17352,['Aeby'],['Aeby']
Berlyn Brixner,Brixner,27,34,We are interviewing Berlyn Brixner and thanks so much for coming.Briefly tell me when and where you were born and something about your education and training.,0,27,34,['Berlyn Brixner'],['Berlyn Brixner']
Berlyn Brixner,Fermi,65,70,"Well, Jack Aeby had a camera that he got from, I believe, Enrico Fermi.",179,16660,16665,"['Jack Aeby', 'Enrico Fermi']",['Enrico Fermi']
Berlyn Brixner,Fermi,42,47,He was doing still photography for Enrico Fermi and he had that camera.,180,16708,16713,['Enrico Fermi'],['Enrico Fermi']
Berlyn Brixner,Harold,89,95,So they put me on that job and I got another high-speed camera that had been invented by Harold Edgerton.,118,11540,11546,['Harold Edgerton'],['Harold Edgerton']
Berlyn Brixner,Jack Aeby,11,20,What about Jack Aeby’s pictures?,176,16477,16486,['Jack Aeby’s'],['Jack Aeby’s']
Berlyn Brixner,Mac,92,95,"The group at that time, I think was called E-2 Group and my boss was Professor Julian Ellis Mack.",79,7499,7502,['Julian Ellis Mack'],['Julian Ellis Mack']
Berlyn Brixner,Kenneth,22,29,"A professor from MIT, Kenneth Bainbridge, was in charge of that particular operation.",138,13149,13156,['Kenneth Bainbridge'],['Kenneth Bainbridge']
Berlyn Brixner,Kenneth,0,7,"Kenneth Bainbridge put him in charge, put my boss in charge of the overall photography at the Trinity Site.",158,14870,14877,['Kenneth Bainbridge'],['Kenneth Bainbridge']
Berlyn Brixner,Mac,42,45,"Well, when I was interviewed by Professor Mack, he pulled out a drawingof a high-speed camera, which he had invented and was having made.",23,2068,2071,['Mack'],['Mack']
Berlyn Brixner,Mac,19,22,You said Professor Mack invented the camera.,37,3674,3677,['Mack'],['Mack']
